MSA2000s,t_Pop_growth00_10,t_Income_growth00_10,t_hous_growth00_10,t_per_capita,t_medianvalue,t_density_pop,t_density_hhd,t_totpop,t_urban_pop,t_white,t_black,t_indian,t_asian_pac,t_other_race,t_hispanic,t_male,t_female,t_age0_17,t_age18_24,t_age25_34,t_age35_44,t_age45_54,t_age55_64,t_age65_74,t_age75over,t_m_ownkids,t_f_ownkids,t_hhder15_24,t_hhder25_34,t_hhder35_44,t_hhder45_54,t_hhder55_64,t_hhder65_74,t_hhder75over,t_hhd_1p,t_hhd_2p,t_hhd_3p,t_hhd_4p,t_hhd_5p,t_hhd_6more,t_owner_hous,t_renter_hous,t_work_inresidence,t_work_outresidence,t_work_notinplace,t_lccity,t_trans_priv,t_trans_public,t_trans_other,t_work_athome,t_traveltime5,t_traveltime5_14,t_traveltime15_29,t_traveltime30_44,t_traveltime45_59,t_traveltime60_89,t_traveltime90more,t_edu_9,t_edu_12,t_edu_hs,t_edu_coll,t_edu_assoc,t_edu_bachel,t_edu_grad,t_employed,t_unemployed,t_notlabor,t_hhdincome20k,t_hhdincomek20_30,t_hhdincomek30_40,t_hhdincomek40_50,t_hhdincomek50_60,t_hhdincomek60_75,t_hhdincomek75_100,t_hhdincomek100over,t_poverty_below,t_Vehic_0,t_Vehic_1,t_Vehic_2,t_Vehic_3,t_Vehic_4more,t_nevermarried,t_married_notsepar,t_married_separated,t_widowed,t_divorced,t_vehic_perhhd,w722,w4451,L722,L4451,Share100_4445_72,Sr4451_100,Sr722_120,Nr4451_100,Nr722_120,Share4451_722,Groc_non_food,Groc_food,Groc_non_food1,Groc_food1,S100_H,S120_H,pq_g,pq_r,pqr_nonfood,pqr_food
"Baton Rouge, LA MSA",0.0133022212,0.0436674122,0.0171748501,16898.4,84520,365.97,134.18779786,580505,0.7639911427,0.6609534572,0.3125083324,0.0021818574,0.0137156054,0.0106407476,0.0165568456,0.4834553285,0.5165446715,0.2765767123,0.1285166233,0.1522228602,0.154125165,0.1202163362,0.0757473818,0.0528988229,0.0396960983,0.0178347978,0.0824434835,0.0821631424,0.2040167741,0.2324715102,0.1911165701,0.1241766229,0.0952826756,0.0706453006,0.2392071752,0.3058792894,0.1851482764,0.1601949271,0.0714597227,0.0381106092,0.6710203543,0.3289796457,0.3183804517,0.3003196251,0.3812999233,0.5600754955,0.9353940642,0.0106090686,0.0337701912,0.020226676,0.024869408,0.2241937816,0.4058981997,0.2059947389,0.0651900542,0.0334590275,0.0201681142,0.0638513091,0.132273703,0.314903904,0.2176456044,0.0296437538,0.1565034637,0.085178262,0.6026658493,0.04259015,0.3538775099,0.2993179549,0.1408367384,0.1260189819,0.1023971411,0.0806597195,0.0919717364,0.0819404105,0.0775792567,0.165226363,0.0823606824,0.3520457383,0.410260475,0.1171856,0.0381475043,0.3038826249,0.4992716615,0.0423167703,0.0609672155,0.0935617278,1.6895715376,8.1181948424,9.9980509745,20.322508399,27.561983471,0.6080523458,2292.8181818,575.65054414,1.1369113782,3.8852302058,0.5931780059,0.9952484621,2.6331525237,875.39669421,2316.0578512,3.6877599745,2.3771125646,3.6284009858,2.4884828998,,
"Beaumont--Port Arthur, TX MSA",0.0064178338,0.0389289147,0.0058684405,15938.4,53820,175.47,64.939588579,377930.8,0.6546477323,0.6970811894,0.2438995823,0.0034367007,0.0193560249,0.0362265027,0.0687028071,0.4939613728,0.5060386272,0.2680543572,0.0949845015,0.1397123538,0.1532261441,0.1229715307,0.0892828541,0.0731610979,0.0586071608,0.0172812275,0.0766878894,0.0505692207,0.1689497649,0.2151303404,0.1856190961,0.141761695,0.1303161361,0.1074883689,0.2482060458,0.3214280926,0.1766692838,0.1474655831,0.0668917329,0.0393392618,0.7028234628,0.2971765372,0.3871031659,0.3989061037,0.2139907304,0.5552340296,0.9487906947,0.0067875386,0.027950094,0.0164716727,0.0325463881,0.308988186,0.404344304,0.157897979,0.0368663657,0.0212900445,0.02159506,0.0822761916,0.145905006,0.3495224378,0.2245386891,0.0535843601,0.1022216788,0.0419516366,0.5326732807,0.0451798577,0.4211129318,0.3194544561,0.1484042442,0.1287968796,0.1058012319,0.0794730208,0.0837906919,0.0724284124,0.0626840902,0.1585864493,0.0948129278,0.3622141178,0.3972438126,0.1117424798,0.0339866619,0.222759369,0.5311322946,0.0607173546,0.0767243493,0.1086666325,1.6401531672,8.1987709047,11.37565828,18.313653137,27.788617886,0.6405506725,2889.3821138,525.48560461,0.8791975428,3.7240806489,0.60685566,0.729262196,2.5504234087,829.46341463,2900.8536585,3.6787126261,2.0643343867,3.2796856047,2.1247059513,0.1647887817,1.9599171696
"Bellingham, WA MSA",0.0270154128,0.0382872194,0.0287431003,18143.4,131890,73.18,28.153026703,155103.8,0.4931115764,0.8988139896,0.0063517945,0.0291843419,0.0250060155,0.0406438585,0.045182241,0.4924383297,0.5075616703,0.2440501001,0.1386463621,0.1368897527,0.1516605132,0.1296196555,0.0799966721,0.062387496,0.0567494483,0.017685428,0.0517782899,0.095311826,0.1721637228,0.215289387,0.1965147473,0.1224704039,0.1022440511,0.0966362309,0.2537713357,0.3603102409,0.1537555846,0.1376536341,0.0599050148,0.0346041899,0.6370346154,0.3629653846,0.3772247524,0.2668589364,0.3559163112,0.5465304104,0.8640810544,0.0186619529,0.0674503035,0.0498066891,0.0483522528,0.3623084367,0.3515656154,0.1184737856,0.027023667,0.0213387073,0.021130846,0.04487089,0.0929938045,0.284728339,0.2507597652,0.0701309775,0.1735876995,0.0829285242,0.6174890389,0.0437659611,0.3376918183,0.2631673787,0.1548327579,0.136437353,0.116304822,0.0866792475,0.0949931403,0.0757629567,0.0726482253,0.1320774342,0.0644652777,0.3054273052,0.410201175,0.1534404766,0.0664657655,0.2897313604,0.5251072032,0.0328458303,0.0555362163,0.0967793899,1.8910241304,8.3500191058,17.148387097,13.920212766,30,0.6985881249,3718.5645161,361.74393531,1.0389592979,6.2169983796,0.6501388329,1.1473294557,3.9377227688,1104.3064516,3790.0645161,5.4889560302,2.3682574474,5.0850522245,2.7364344593,0.4611471116,2.2752873477
"Benton Harbor, MI MSA",0.0006641494,0.0467372556,0.0040925832,17757.2,81150,283.93,109.99264448,162130.5,0.5392398696,0.8055579559,0.1577478073,0.0042508843,0.0107315448,0.0217118077,0.0260497605,0.4830217068,0.5169782932,0.2631780821,0.0870564358,0.1313604938,0.1510853054,0.1299899619,0.0951220986,0.0764427218,0.0657649006,0.0165370635,0.0773035834,0.0473506287,0.1670738437,0.2130652436,0.1886583472,0.1451347045,0.1272796788,0.1132319001,0.2624133912,0.3406088759,0.1614521721,0.1407147683,0.0615634312,0.0332473614,0.7145482793,0.2854517207,0.0993220362,0.3253445361,0.5753334278,0.0777297461,0.9186734882,0.005933602,0.0428868409,0.0325060689,0.0573613321,0.3567741934,0.3709769107,0.1150705443,0.0293518367,0.0192346078,0.0187245061,0.0701514469,0.1321910264,0.318760987,0.2162580031,0.0750983461,0.11681011,0.0707300805,0.606861012,0.0391118042,0.3535492903,0.2865646959,0.1494939528,0.1379428162,0.1111285657,0.0864211083,0.0886602911,0.0738127073,0.0685960836,0.1303283108,0.0854573583,0.3499411497,0.3919469263,0.1243856629,0.0482689028,0.2531760456,0.5353059674,0.0345272129,0.0769032048,0.1000875692,1.7227462181,7.97699733,12.657071339,14.320588235,24.584615385,0.6233236765,2187.7076923,373.21301775,1.0349362638,5.381668572,0.5537092301,0.5634033799,2.2756019349,544.38461538,2198.7846154,3.4908559401,2.1095344697,2.8390053148,2.2882440794,0.2756910986,2.0125529808
"Bergen--Passaic, NJ PMSA",0.007173524,0.0326130449,0.0063894577,26858.5,220210,3206.31,1157.604859,1344748.9,0.9840612438,0.7536161161,0.0815935325,0.0023063983,0.0729540633,0.0895298898,0.1559574459,0.4818963917,0.5181036083,0.2335266767,0.0823627183,0.1482834005,0.1643746813,0.1323913782,0.0968766647,0.0758600093,0.0663244711,0.0116895971,0.0458504148,0.021272577,0.1576871829,0.228679851,0.2003921134,0.151426041,0.1264795523,0.1141247313,0.2348497478,0.2986392195,0.1784724776,0.1647250988,0.0760437942,0.0472696621,0.6351944163,0.3648055837,0.172162294,0.8074867364,0.0203509696,0.0172580449,0.8336084988,0.0980178644,0.042683619,0.0256900178,0.0261014474,0.2325784514,0.3314848821,0.191101019,0.0785464178,0.0851131053,0.0293846593,0.0838462634,0.1094300421,0.2858134836,0.1631650554,0.0482098112,0.197352134,0.1121832102,0.615164055,0.0338569825,0.3507222825,0.1617405998,0.0977471833,0.1035708178,0.0973157498,0.0888901175,0.1091435738,0.1317813568,0.2100636855,0.070194382,0.1126257035,0.3515860377,0.3811417264,0.1104337957,0.0442127367,0.2758807401,0.5356771667,0.0431673001,0.0783082685,0.0669665246,1.6406109426,11.337633577,16.347900047,10.996521067,26.513219285,0.6502178123,2755.9237947,435.84962089,1.3243647272,4.889645198,0.6621395077,1.0436962093,3.7519293914,788.07309487,2833.0031104,4.4580093995,2.3981691224,4.7956256006,2.4469955458,0.2808806634,2.1661148824
"Biloxi--Gulfport--Pascagoula, MS MSA",0.0632479057,0.0558659482,0.0666828653,15647.2,72060,198.62,73.624327793,313929.1,0.7329553323,0.7694914929,0.1886423193,0.0039017694,0.0210143812,0.0169500371,0.0216396145,0.4972100045,0.5027899955,0.2681015648,0.1049082053,0.1491850517,0.154296936,0.1211956032,0.0902147381,0.0673275494,0.0447703514,0.0207195566,0.078435564,0.0551163123,0.1907921085,0.2225638183,0.1860697329,0.1461839604,0.1192971418,0.0796953108,0.2395170065,0.3211705195,0.1863967749,0.1491011587,0.0670400771,0.0367744633,0.6754923115,0.3245076885,0.3578843841,0.449558566,0.1925570499,0.6330516769,0.9236757933,0.0048884577,0.0519726,0.019463149,0.0329147041,0.2816638861,0.3948269007,0.1686461379,0.0497874971,0.0298071294,0.0228905959,0.0721788678,0.1454962912,0.2970851455,0.2407985651,0.0736799307,0.1098902043,0.0608709953,0.5435236017,0.0403388202,0.3706133139,0.310114483,0.1634926565,0.1420034428,0.1070045962,0.0796079661,0.0815672316,0.0647123343,0.0519973892,0.1511364786,0.0697782739,0.3567684627,0.3968781788,0.1298348058,0.0467402789,0.243164379,0.5258916358,0.0417775832,0.0698100304,0.1193563717,1.7461873476,7.421912542,9.094859697,19.856870229,33.840336134,0.6057565735,2551.1512605,549.4397463,1.0197969147,4.053478493,0.582699576,0.7331911331,2.6266797726,718.95798319,2575.6890756,3.7542923595,2.4433991288,3.3598709057,2.4061722566,0.1783616234,2.2278106331
"Binghamton, NY MSA",-0.004702089,0.0350149709,-0.00020579,17401.4,75060,208.87,82.034322033,255973.1,0.6113720257,0.9368167627,0.0242938252,0.0018864332,0.0208409643,0.0161620146,0.0156971555,0.4846121322,0.5153878678,0.2386551526,0.1050911829,0.1292963656,0.1542423405,0.1260213058,0.0942132398,0.0794220536,0.0730583592,0.0179452941,0.0556826543,0.0536770477,0.1609082811,0.2143096543,0.1821828593,0.1408666395,0.1290301853,0.1184979244,0.2817071474,0.3351653882,0.1597436715,0.1370830656,0.0581888891,0.028111838,0.6768162406,0.3231837594,0.1427877255,0.2673499175,0.589862357,0.2437640459,0.9014445371,0.0228866319,0.0491937969,0.0264750341,0.0398437936,0.3383871794,0.4177442308,0.1164427136,0.0286282744,0.0178889042,0.01458987,0.0560880616,0.1182492749,0.3382598636,0.1736835347,0.098982715,0.1232787957,0.0914577545,0.5863063085,0.0336612827,0.3795541794,0.2834578306,0.1589567378,0.1367936755,0.1143588061,0.088348029,0.0843620773,0.0723333354,0.0624087686,0.1099386714,0.1126542457,0.364324436,0.3797116856,0.1102181583,0.0330914744,0.2721657055,0.5214600377,0.0390366873,0.0791775473,0.0881600222,1.5991829268,8.4785351593,11.56703611,12.59496124,38.847222222,0.6492367392,4054.875,362.25965665,0.7161606627,4.6351509557,0.6582517109,0.7088598026,3.0004545631,989.80555556,4189.6388889,3.5480091231,1.9168835871,3.7093143657,1.925785862,0.2403315824,1.6854542796
"Birmingham, AL MSA",0.0014550592,0.0504956352,0.0045327439,18911.6,83210,270.77,105.38524083,917117.2,0.7098922522,0.6879125327,0.2917748754,0.0023010567,0.007125713,0.0108858222,0.0139319765,0.4767260613,0.5232739387,0.2518055717,0.0941420614,0.1507222005,0.1586424129,0.1287845422,0.0877366016,0.0701115253,0.0580550843,0.0117371854,0.0709176128,0.0507056536,0.1875804786,0.2193640246,0.1888497012,0.1355459576,0.1188024063,0.0987903825,0.2610681462,0.3235275187,0.1827824867,0.1460101641,0.0586622026,0.0279494817,0.7020005181,0.2979994819,0.251113431,0.5273126258,0.2215739432,0.4387164146,0.9520736651,0.0094574375,0.0187124723,0.0197564252,0.0198329069,0.1976536709,0.4016485546,0.235022296,0.0748249329,0.0346994516,0.016561762,0.0730706018,0.1478957652,0.2830166947,0.2121968759,0.0546651639,0.1506395484,0.0785153501,0.5868307703,0.0353980942,0.3763779894,0.2896521566,0.1450842737,0.1300243606,0.1022456898,0.080985977,0.0868568005,0.0770943219,0.0873133512,0.1346610759,0.0896537748,0.3275209756,0.3773222024,0.1474553812,0.058047666,0.2463643961,0.5303143447,0.039969435,0.0801695052,0.1031823191,1.7828989038,8.2195006551,10.335982993,19.809661139,35.126623377,0.6121305414,3167.9383117,559.7704918,0.8639279776,3.7642576166,0.6142370399,0.846293188,2.7434313424,979.58766234,3175.5324675,3.5403488025,2.2433011922,3.5897245304,2.2544761567,0.1445059791,2.1099701777
"Bloomington, IN MSA",0.0101538451,0.0442808398,0.0177001884,16578.9,95230,296.88,113.17967132,117087.5,0.7334716886,0.9186860141,0.028793354,0.0024351469,0.0310818604,0.0190036246,0.0167397629,0.4883853343,0.5116146657,0.1810246254,0.2810144485,0.1534766345,0.1262587466,0.1018733633,0.0665200778,0.0490819477,0.0407501563,0.0131407716,0.0448334079,0.1747680405,0.2160348061,0.1903267323,0.1589177757,0.1059384904,0.0822346992,0.0719548009,0.3119647751,0.3465359193,0.1576516045,0.1210724856,0.0459014667,0.0168737488,0.5422184648,0.4577815352,0.4553504655,0.1275717076,0.4170778269,0.7228695795,0.8379904176,0.019658169,0.1096411732,0.0327102402,0.0487784837,0.407686673,0.363529985,0.0764596374,0.0225223472,0.0330566595,0.015255974,0.0353640634,0.0988877683,0.266719797,0.1742972633,0.0485777574,0.1870807814,0.1890725694,0.6012476039,0.0288380362,0.3687916501,0.3394412344,0.1541525632,0.1262800923,0.0945334291,0.0685389218,0.0794147683,0.0692265331,0.0691997692,0.1668110829,0.0817135743,0.3666854451,0.3665168684,0.1285660383,0.0565180738,0.4501517112,0.3981760498,0.0196495591,0.0443546698,0.0876680101,1.7374310887,7.3886757991,13.37312187,23.101265823,42.785714286,0.5713154276,4449.3928571,536.25764192,0.6273258667,5.1306294095,0.5305969688,0.8149187053,2.8378205803,1299.0357143,4523.6785714,3.8626021925,2.898290313,3.6527392856,3.2314675617,0.3985983748,2.8328691869
"Bloomington--Normal, IL MSA",0.0153476866,0.0462832849,0.019465779,19800.3,96280,121.7,45.423580072,144057.1,0.7418253391,0.9054600748,0.056217528,0.0016114776,0.018136016,0.0185749036,0.0217164789,0.4815718687,0.5184281313,0.2334787969,0.1923899574,0.1480062715,0.1469673837,0.1110483921,0.0688318068,0.0519872216,0.04729017,0.0129766846,0.050444087,0.1095062641,0.2110743614,0.2231147877,0.1728609522,0.1105757629,0.089944618,0.0835643341,0.2714999315,0.3378308334,0.1562340859,0.1522571761,0.058240779,0.0239371941,0.6555534081,0.3444465919,0.461712187,0.4004918881,0.1377959249,0.7983175048,0.8838301314,0.010448068,0.072992602,0.0327291986,0.0561901788,0.4329775607,0.3428768327,0.0793307439,0.027772839,0.0172247694,0.0108978769,0.040664071,0.0702884474,0.2964199755,0.1973837322,0.0551253513,0.2363810995,0.1037373231,0.6753960157,0.0392314176,0.2847136707,0.2216438074,0.1355899812,0.1283153991,0.1113311323,0.092951499,0.1099122088,0.0968158272,0.1046486663,0.0952128943,0.0612063288,0.3375902456,0.4336634763,0.1237985148,0.0437414345,0.3359207673,0.4917746659,0.0395395191,0.0506452087,0.0821198391,1.7694846921,7.9991766837,15.01530153,20.447811448,41.148148148,0.5441348264,4848.2592593,535.01102941,0.5022228009,5.0594296981,0.509845695,,,,,3.4916389204,2.9252246052,3.116013467,2.9956660032,,
"Boise City, ID MSA",0.0770696368,0.0357870693,0.0741593906,18476.4,101370,242.53,89.456874258,364374,0.8415267508,0.9192170747,0.0052225509,0.0072039649,0.0143751528,0.0539812566,0.0694987609,0.497610724,0.502389276,0.2836268686,0.1022571181,0.1611972174,0.1613144785,0.121109157,0.0716057736,0.0520248557,0.0468645312,0.0196558671,0.0560409543,0.0719320771,0.2165632829,0.2398331281,0.1873500633,0.1152492457,0.0871747216,0.0820175261,0.229119509,0.3413842104,0.167064548,0.1516526656,0.0676551188,0.0431239483,0.7072267679,0.2927732321,0.4948640817,0.2747397644,0.2303961539,0.7176864411,0.9125655047,0.0072076346,0.0408495681,0.0393772927,0.0287760046,0.305912418,0.4477942469,0.1303909593,0.024866617,0.012393557,0.0104889045,0.0426317928,0.0900257021,0.2542469751,0.2811737722,0.0718669665,0.1814505606,0.0786042307,0.6724231427,0.0305106846,0.2931358539,0.2197113277,0.1576045639,0.1439291968,0.121629399,0.0917581251,0.1014770808,0.085398254,0.0795664866,0.0872976619,0.0445550856,0.2918964262,0.4319458557,0.1659803808,0.0656222517,0.230762124,0.5735385344,0.0306099809,0.0489919805,0.1160973801,1.9447139421,7.9421622061,20.683855613,16.196310935,31.12345679,0.6331833219,4455.8271605,417.10155148,0.6038489781,5.2855422899,0.6148048944,1.3752995948,2.7109315302,2277.5555556,4489.4197531,4.0937904197,2.371620589,4.0862311251,2.5601556588,0.352267602,2.2078880568
"Boston, MA--NH PMSA",0.017271135,0.0424367276,0.0204708627,26245.3,215920,1668.84,642.42093115,3245981,0.9359917391,0.8389148517,0.0706220189,0.0019402986,0.0442213746,0.0443014561,0.0550792284,0.4808481213,0.5191518787,0.2198482428,0.102921749,0.170402953,0.1648216218,0.1260968618,0.0856587978,0.067644444,0.0626053298,0.0099510575,0.0515771986,0.0426648785,0.1959530809,0.2277396927,0.1868053843,0.1321930105,0.1112563801,0.1030297563,0.2845791544,0.3125771292,0.1643040202,0.1427637451,0.0633086513,0.0324672998,0.580593861,0.419406139,0.2697379922,0.5221398274,0.2081221804,0.3886578086,0.7616585111,0.1396148653,0.0673542218,0.0313724018,0.0238423148,0.2124300876,0.3124603884,0.2325582052,0.1006120368,0.0678094194,0.018915146,0.0520001024,0.0871010282,0.2588913331,0.1591499111,0.0672745404,0.2166752697,0.1589078149,0.6427204136,0.032848138,0.3224297388,0.1940375743,0.1023423007,0.1054457819,0.0968666632,0.0883161461,0.110892421,0.1233692408,0.178503224,0.0819288202,0.1520203538,0.3740457738,0.3541797774,0.088039436,0.0317265691,0.3436023778,0.4761393703,0.040031496,0.0683416149,0.071885141,1.4875647211,10.913763112,13.05724236,15.235711417,31.656832298,0.5582263469,3254.3858696,516.88566218,1.0298585416,5.6994034816,0.5455108233,0.8032536813,3.433431639,779.96506211,3333.886646,4.0760353836,3.2257256425,4.2366853203,3.5297697882,0.5534058413,2.9763639469
"Boulder--Longmont, CO PMSA",0.0260029822,0.0525709337,0.0263667148,25490.9,192540,365.66,143.83962945,271503.3,0.8581343173,0.8996179799,0.0087576544,0.0060424083,0.0287567659,0.0568251915,0.0934189416,0.5042664917,0.4957335083,0.2296852648,0.1374119856,0.1710455076,0.1792710526,0.1359213783,0.0692752677,0.0421275,0.0352620433,0.0157433491,0.0455269483,0.0892088909,0.2164612053,0.2585395078,0.2056032173,0.1053850585,0.0683226034,0.0570496396,0.2628445479,0.3518585812,0.1661912596,0.1428381381,0.0510376243,0.0252298489,0.6364972717,0.3635027283,0.4050822445,0.4824142008,0.1125035547,0.5845015195,0.8152883505,0.0443539336,0.0815244176,0.0588332984,0.0287511337,0.3052456399,0.3505904065,0.1506134579,0.0589471236,0.0350585937,0.0119603464,0.0304445014,0.0460306381,0.165815679,0.2050537526,0.0595586436,0.2953191837,0.1977776016,0.6998260858,0.0327937634,0.2666653652,0.18461923,0.1152252458,0.1162570487,0.0998388463,0.0926784481,0.1078235859,0.116409002,0.1684084616,0.0960499219,0.0542726625,0.3188809728,0.4208712234,0.1504766254,0.0554985159,0.328796879,0.4995270291,0.0322785293,0.0385869428,0.1008106197,1.8618974593,9.0011178537,19.937479215,19.538221529,47.73015873,0.5479179472,5860.5714286,504.97622821,0.5899064202,5.9084277964,0.5838273935,1.4445216421,3.490420107,2448.7301587,5916.9047619,3.8313766543,3.1612335973,4.9349417491,3.5177992558,0.5233125399,2.9944867159
"Brazoria, TX PMSA",0.0234718568,0.0404429356,0.0250053376,18055.1,75240,163.54,55.226901351,226749,0.5047239693,0.7820059968,0.0844789584,0.0049767367,0.0170880286,0.1114502796,0.2123151606,0.5172939692,0.4827060308,0.2880944775,0.0888564413,0.1584306357,0.1751943759,0.1261701318,0.0781041826,0.0514025804,0.0337471748,0.0209034025,0.0546281761,0.0501964878,0.2020481738,0.2579216327,0.2018730342,0.1310086655,0.0955434467,0.0629690335,0.188952512,0.3114410193,0.1925845494,0.176375249,0.0820118875,0.0486347828,0.7259137844,0.2740862156,0.1772639687,0.4941792556,0.3285567756,0,0.9534344346,0.0024376407,0.0234638077,0.020664117,0.0292963667,0.2269984391,0.3262464915,0.220010954,0.0968567027,0.0585962639,0.0213306651,0.0832062588,0.1336400063,0.2790170854,0.2535996235,0.0678682457,0.1284810442,0.0541877362,0.5984253953,0.0337555859,0.3670737235,0.2037542739,0.1321048785,0.1256065423,0.1134619436,0.099358133,0.113070884,0.1109131446,0.1038544051,0.0975298484,0.0458307888,0.3003028926,0.4625693235,0.1472547476,0.0440422475,0.2146993642,0.5883372534,0.0461163682,0.0507092365,0.1001377777,1.8599005264,8.3301579926,13.91682911,16,26.534482759,0.6729883818,3123.5344828,476.8957529,0.7574421961,3.3823711859,0.6544539671,0.7868257295,2.4013398891,1038.7931034,3170.3275862,3.6688802262,1.7827446832,3.1881656187,1.6833238653,0.069345139,1.6139787263
"Bremerton, WA PMSA",0.0203030043,0.0454339107,0.0223668947,19915.2,128370,553.79,205.24212882,219297.6,0.7193995623,0.8603746037,0.0281364182,0.0164235319,0.0438512162,0.05121423,0.0387508834,0.5078772624,0.4921227376,0.2710725591,0.0963380632,0.141089605,0.1671290715,0.1368529869,0.0812878811,0.0568822959,0.0493475372,0.0200934166,0.0574101547,0.0582866064,0.1808217321,0.2425019146,0.2102166479,0.1291483962,0.0950665539,0.0849153146,0.2246388328,0.3480098136,0.1705431046,0.1554956363,0.0669087541,0.0344038584,0.6649428038,0.3350571962,0.1795723201,0.3492714246,0.4711562552,0.2865186111,0.7985214036,0.0856885765,0.0633397932,0.0524502266,0.0293185811,0.242806177,0.3410960124,0.1374692007,0.0440838225,0.0698680622,0.0829079176,0.0264437983,0.0784803014,0.2664864721,0.3036996015,0.0880712558,0.160544448,0.076274123,0.554759569,0.0363390323,0.3446707914,0.1970350281,0.1405448458,0.1424888685,0.1239771912,0.0989324064,0.1071302298,0.1012288476,0.0894334403,0.0862171748,0.0658588222,0.2932242049,0.4031090278,0.1673464885,0.0704614566,0.2214447484,0.5781543072,0.0383124288,0.0536383179,0.1084501977,1.9218411677,8.2316394326,16.042553191,14.850666667,30.865671642,0.6576565733,2949.761194,370.96782842,0.8243992652,4.5895660584,0.6451154005,1.1668817898,2.4935001655,1415.4328358,3024.6268657,3.5631274509,1.8547876064,3.6603819553,2.0136136619,0.3033051028,1.7103085591
